steps,best_pred_error_rate
21000,"{0: 0.94, 1: 0.44, 2: 0.4, 3: 0.39, 4: 0.25}"
21250,"{0: 0.94, 1: 0.35, 2: 0.36, 3: 0.42, 4: 0.33}"
21500,"{0: 0.97, 1: 0.38, 2: 0.4, 3: 0.46, 4: 0.4}"
21750,"{0: 1.0, 1: 0.38, 2: 0.31, 3: 0.37, 4: 0.3}"
22000,"{0: 0.95, 1: 0.39, 2: 0.37, 3: 0.34, 4: 0.37}"
22250,"{0: 0.93, 1: 0.38, 2: 0.4, 3: 0.35, 4: 0.37}"
22500,"{0: 0.96, 1: 0.46, 2: 0.42, 3: 0.5, 4: 0.34}"
22750,"{0: 0.99, 1: 0.41, 2: 0.43, 3: 0.31, 4: 0.41}"
23000,"{0: 0.92, 1: 0.3, 2: 0.36, 3: 0.42, 4: 0.39}"
23250,"{0: 0.95, 1: 0.44, 2: 0.29, 3: 0.48, 4: 0.42}"
23500,"{0: 0.93, 1: 0.39, 2: 0.47, 3: 0.37, 4: 0.47}"
23750,"{0: 0.98, 1: 0.38, 2: 0.4, 3: 0.35, 4: 0.38}"
24000,"{0: 0.95, 1: 0.39, 2: 0.38, 3: 0.29, 4: 0.36}"
24250,"{0: 0.96, 1: 0.35, 2: 0.41, 3: 0.48, 4: 0.38}"
24500,"{0: 0.97, 1: 0.32, 2: 0.49, 3: 0.38, 4: 0.38}"
24750,"{0: 0.96, 1: 0.39, 2: 0.39, 3: 0.29, 4: 0.43}"
25000,"{0: 0.95, 1: 0.34, 2: 0.4, 3: 0.41, 4: 0.37}"
