steps,best_pred_error_rate
10750,"{0: 0.95, 1: 0.38, 2: 0.25, 3: 0.3, 4: 0.25}"
11000,"{0: 0.93, 1: 0.43, 2: 0.33, 3: 0.26, 4: 0.36}"
11250,"{0: 0.99, 1: 0.44, 2: 0.36, 3: 0.29, 4: 0.3}"
11500,"{0: 0.92, 1: 0.42, 2: 0.41, 3: 0.33, 4: 0.31}"
11750,"{0: 0.96, 1: 0.42, 2: 0.22, 3: 0.3, 4: 0.24}"
12000,"{0: 0.96, 1: 0.41, 2: 0.37, 3: 0.34, 4: 0.29}"
12250,"{0: 0.9, 1: 0.51, 2: 0.38, 3: 0.21, 4: 0.23}"
12500,"{0: 0.97, 1: 0.41, 2: 0.38, 3: 0.33, 4: 0.3}"
12750,"{0: 0.96, 1: 0.34, 2: 0.41, 3: 0.27, 4: 0.32}"
13000,"{0: 0.94, 1: 0.46, 2: 0.27, 3: 0.27, 4: 0.33}"
13250,"{0: 0.94, 1: 0.38, 2: 0.24, 3: 0.35, 4: 0.4}"
13500,"{0: 0.94, 1: 0.39, 2: 0.3, 3: 0.29, 4: 0.25}"
13750,"{0: 0.94, 1: 0.5, 2: 0.31, 3: 0.29, 4: 0.38}"
14000,"{0: 0.96, 1: 0.47, 2: 0.29, 3: 0.25, 4: 0.41}"
14250,"{0: 0.92, 1: 0.45, 2: 0.3, 3: 0.39, 4: 0.29}"
14500,"{0: 0.95, 1: 0.5, 2: 0.32, 3: 0.39, 4: 0.39}"
14750,"{0: 0.93, 1: 0.39, 2: 0.31, 3: 0.31, 4: 0.32}"
15000,"{0: 0.99, 1: 0.42, 2: 0.39, 3: 0.29, 4: 0.26}"
15250,"{0: 0.95, 1: 0.34, 2: 0.29, 3: 0.27, 4: 0.26}"
15500,"{0: 0.97, 1: 0.44, 2: 0.45, 3: 0.3, 4: 0.3}"
15750,"{0: 0.93, 1: 0.44, 2: 0.34, 3: 0.27, 4: 0.27}"
16000,"{0: 0.97, 1: 0.48, 2: 0.26, 3: 0.38, 4: 0.36}"
16250,"{0: 0.92, 1: 0.37, 2: 0.44, 3: 0.37, 4: 0.38}"
16500,"{0: 0.97, 1: 0.47, 2: 0.33, 3: 0.36, 4: 0.35}"
16750,"{0: 0.95, 1: 0.44, 2: 0.37, 3: 0.34, 4: 0.27}"
17000,"{0: 0.96, 1: 0.43, 2: 0.32, 3: 0.25, 4: 0.27}"
17250,"{0: 0.94, 1: 0.47, 2: 0.34, 3: 0.31, 4: 0.31}"
17500,"{0: 0.94, 1: 0.48, 2: 0.31, 3: 0.36, 4: 0.29}"
17750,"{0: 0.94, 1: 0.42, 2: 0.34, 3: 0.39, 4: 0.3}"
18000,"{0: 0.92, 1: 0.46, 2: 0.33, 3: 0.31, 4: 0.28}"
18250,"{0: 0.93, 1: 0.4, 2: 0.34, 3: 0.37, 4: 0.3}"
18500,"{0: 0.95, 1: 0.52, 2: 0.19, 3: 0.33, 4: 0.34}"
18750,"{0: 0.99, 1: 0.41, 2: 0.32, 3: 0.27, 4: 0.3}"
19000,"{0: 0.98, 1: 0.4, 2: 0.31, 3: 0.32, 4: 0.28}"
19250,"{0: 0.96, 1: 0.43, 2: 0.31, 3: 0.26, 4: 0.28}"
19500,"{0: 0.93, 1: 0.49, 2: 0.35, 3: 0.24, 4: 0.4}"
19750,"{0: 0.97, 1: 0.44, 2: 0.25, 3: 0.29, 4: 0.35}"
20000,"{0: 0.94, 1: 0.44, 2: 0.3, 3: 0.25, 4: 0.3}"
20250,"{0: 0.92, 1: 0.39, 2: 0.23, 3: 0.29, 4: 0.23}"
20500,"{0: 0.95, 1: 0.4, 2: 0.24, 3: 0.28, 4: 0.26}"
20750,"{0: 0.94, 1: 0.4, 2: 0.38, 3: 0.28, 4: 0.28}"
21000,"{0: 0.94, 1: 0.44, 2: 0.32, 3: 0.27, 4: 0.31}"
21250,"{0: 0.93, 1: 0.4, 2: 0.28, 3: 0.21, 4: 0.28}"
21500,"{0: 0.96, 1: 0.53, 2: 0.32, 3: 0.34, 4: 0.29}"
21750,"{0: 0.95, 1: 0.39, 2: 0.3, 3: 0.15, 4: 0.33}"
22000,"{0: 0.92, 1: 0.51, 2: 0.27, 3: 0.23, 4: 0.32}"
22250,"{0: 0.95, 1: 0.33, 2: 0.3, 3: 0.33, 4: 0.25}"
22500,"{0: 0.94, 1: 0.42, 2: 0.28, 3: 0.3, 4: 0.24}"
22750,"{0: 0.94, 1: 0.43, 2: 0.27, 3: 0.25, 4: 0.29}"
23000,"{0: 0.94, 1: 0.37, 2: 0.38, 3: 0.24, 4: 0.27}"
23250,"{0: 0.92, 1: 0.48, 2: 0.32, 3: 0.22, 4: 0.24}"
23500,"{0: 0.97, 1: 0.48, 2: 0.26, 3: 0.3, 4: 0.36}"
23750,"{0: 0.94, 1: 0.46, 2: 0.33, 3: 0.36, 4: 0.31}"
24000,"{0: 0.98, 1: 0.4, 2: 0.28, 3: 0.29, 4: 0.28}"
24250,"{0: 0.96, 1: 0.49, 2: 0.21, 3: 0.24, 4: 0.26}"
24500,"{0: 0.98, 1: 0.41, 2: 0.31, 3: 0.3, 4: 0.26}"
24750,"{0: 0.96, 1: 0.39, 2: 0.28, 3: 0.29, 4: 0.27}"
25000,"{0: 0.92, 1: 0.46, 2: 0.31, 3: 0.33, 4: 0.29}"
